id,customer_id,product_id,start_date,end_date,amount_invested,active
215205,397521,162458,2024-02-22,2024-03-08,89627.4,False
285666,320393,153770,2024-06-02,2024-06-12,59131.27,False
279574,356739,101811,2020-05-03,,26346.18,False
274584,373422,125116,2022-04-05,2023-10-12,44242.61,False
258874,391934,146653,2020-04-15,,30622.44,True
264100,302261,104954,2022-12-10,2023-06-01,99154.97,False
205662,364885,174636,2023-04-11,,64349.18,True
219577,352838,108508,2021-01-28,,74166.17,False
211609,355502,102966,2023-05-14,2023-11-14,12539.92,False
219797,344207,121072,2023-01-14,,65537.98,False
214917,361261,117795,2021-07-19,2022-12-03,32757.12,False
277133,347655,171835,2023-07-14,2023-09-15,16975.62,False
242298,314732,108983,2021-05-07,,15065.62,False
203955,333034,155496,2023-06-22,,69952.42,False
238634,377627,172840,2023-11-06,,26458.53,False
244298,394224,171143,2023-09-21,,40755.72,True
291669,386477,145374,2020-06-19,,62629.77,False
229661,363289,165153,2020-09-28,,56747.99,True
227647,393900,156907,2024-05-04,2024-06-08,58849.55,False
243120,346840,186769,2023-03-29,2024-01-08,71993.03,True
266138,359927,117731,2020-06-12,,72357.25,False
201806,397809,132219,2022-11-06,,38604.92,True
285362,389954,112133,2024-03-20,2024-05-23,90765.95,False
224442,311269,123030,2022-06-01,2023-02-04,97765.92,True
234887,363987,194341,2020-10-09,2022-10-17,58069.9,False
253077,323269,158021,2021-01-11,,66859.75,True
285229,393269,129158,2023-05-19,,87178.31,False
255468,319892,171449,2023-11-15,,77282.52,False
257267,380739,155115,2023-05-04,,44246.06,True
223006,310295,180367,2024-01-08,,59479.61,False
299158,300728,111023,2024-05-15,,49082.14,True
218865,393374,143901,2020-06-01,2020-11-02,32231.1,True
293484,393361,167461,2021-04-18,,13462.5,False
297153,311851,186461,2022-05-16,2023-07-04,81919.71,False
284837,303017,121567,2023-06-02,2024-06-20,62738.98,False
216254,362804,115639,2021-10-26,2021-12-29,43451.62,True
260323,303203,106001,2021-09-03,,88677.09,False
226956,391026,145033,2020-05-30,,56847.62,True
224364,317618,144903,2020-08-14,,83808.63,False
238059,396518,143654,2024-06-17,,81107.04,False
265908,373792,172731,2023-09-24,,94766.05,False
214795,332281,100275,2020-07-28,2024-01-04,19740.48,False
234076,352832,108296,2023-09-21,,72886.51,True
279578,396491,195473,2023-07-30,,19153.5,True
258828,306165,189789,2022-05-03,,35438.03,False
238759,348010,148774,2024-06-09,2024-06-24,15317.65,False
269114,380647,129571,2023-10-20,2024-05-17,39986.19,False
212183,316893,151124,2022-07-21,2024-01-29,21242.5,True
238092,357590,122243,2021-01-21,,93500.42,False
251295,373205,172927,2021-05-16,2024-02-10,22939.97,True
225202,336174,153736,2021-01-28,,29569.29,False
277800,350345,182779,2021-09-13,2024-01-25,20185.52,False
237567,396174,183609,2024-02-29,2024-03-09,19482.38,False
204639,306794,149228,2023-06-28,,80712.59,False
287181,343457,154155,2023-03-01,,3560.08,False
204766,371924,188978,2022-12-23,2024-05-04,3375.87,True
241151,336022,178275,2020-09-13,2023-03-01,1648.54,True
224371,374458,142321,2020-04-13,2021-01-28,80797.46,False
257400,379795,157854,2020-12-10,2021-09-01,73962.3,False
232215,318138,163562,2021-05-24,,10803.14,True
281035,336717,176121,2021-09-21,,28501.04,True
222073,325213,178209,2021-11-06,,59555.3,True
224527,345221,199125,2023-06-03,,21533.92,False
203256,341409,121557,2023-03-11,,93070.61,False
200689,361241,100929,2020-03-06,2022-04-29,55107.48,True
252821,333842,132568,2020-03-31,2022-05-10,8565.97,False
294779,331798,132464,2020-02-09,,33608.93,True
297731,376068,111669,2022-12-31,,71369.66,False
246247,322183,103754,2021-09-10,2022-04-28,18298.52,True
267878,365351,115401,2020-11-09,2024-03-23,20102.19,False
251382,323808,126883,2020-08-29,,3084.12,False
203406,321620,148916,2020-10-23,,65250.0,False
283141,324938,179223,2020-02-20,2022-12-14,46961.94,False
252164,384495,139980,2023-05-17,2023-12-12,82778.37,False
217172,362494,142375,2022-01-30,,73638.86,False
260739,391956,167001,2023-09-17,,1111.87,True
253121,374558,197040,2022-09-11,,95561.74,False
254578,346864,153224,2021-12-11,,54220.07,True
299236,367800,143624,2023-11-14,2024-04-04,91476.65,True
239849,313352,170350,2022-04-04,,56674.6,False
222539,352336,193922,2022-06-01,,90700.6,True
222326,337094,101001,2021-07-17,,36208.31,False
232452,321684,148467,2020-05-29,2020-12-25,64782.73,True
222664,370862,134289,2024-02-03,,32129.62,False
298561,350247,129620,2024-02-14,2024-06-26,64796.8,True
254356,357042,144860,2021-11-30,,59130.72,True
299041,341525,150740,2021-10-03,2022-10-31,71514.39,True
249628,377322,194620,2024-03-27,2024-05-06,36168.64,False
299655,325270,179575,2020-07-25,2024-03-02,8742.98,False
213144,370113,115696,2021-04-16,2022-02-25,29117.22,False
266776,342115,133910,2020-09-13,2021-10-23,95259.92,True
286443,382880,199309,2022-12-08,2023-08-12,80800.05,True
258944,392139,102180,2024-06-20,2024-07-03,63146.21,True
287578,303602,133976,2021-10-11,,20001.09,True
286932,343667,139431,2022-02-28,2023-11-15,76969.33,True
267608,336926,148463,2024-02-09,2024-05-10,15490.43,True
268715,389276,121236,2020-03-20,2020-04-18,74684.54,True
253435,304764,149144,2021-08-07,2024-04-25,13650.5,False
252648,300025,165013,2020-02-04,2023-09-30,7054.95,False
227422,348494,162652,2023-01-24,2023-05-12,95377.6,True
235899,358366,125599,2023-07-12,2024-05-24,11277.98,True
252297,387564,164778,2024-02-18,,29171.49,False
285015,346483,137386,2022-09-10,2024-02-18,3746.61,False
240375,366157,156204,2020-08-25,,83152.97,False
294781,365452,101085,2021-08-28,,67444.79,True
279075,321507,189633,2024-06-10,,37554.16,False
286625,391683,128678,2022-02-02,,19966.23,False
234490,357744,147253,2024-01-28,2024-06-12,72223.28,False
207212,327588,123422,2020-09-23,,61900.29,True
261753,345826,178820,2023-03-17,,1826.3,True
227115,316885,140685,2021-01-09,,60885.43,True
235407,373726,101397,2023-12-21,,73011.4,True
265364,303214,126040,2023-02-15,,83405.07,True
206390,387173,102731,2023-07-04,2024-03-20,39177.85,False
226090,361490,124539,2024-05-20,2024-05-28,50722.96,True
204317,356582,103189,2022-12-20,2023-06-23,22442.9,True
279827,379503,183034,2024-06-20,2024-06-26,19304.75,False
282367,328640,167597,2020-05-31,2023-06-18,13136.99,True
209987,394519,190370,2024-01-28,,63706.84,False
265186,302878,199048,2023-04-17,,85699.82,True
218659,378443,146076,2022-11-27,2023-08-28,15297.87,True
233817,387232,153471,2021-12-18,2023-02-24,40386.56,False
224419,370161,118136,2022-09-23,2023-12-31,47824.26,False
261277,308742,130716,2023-07-23,2024-05-17,71870.19,True
248211,343050,164029,2021-10-12,2023-05-25,40835.81,False
227421,392944,172667,2020-09-19,,79631.72,True
278723,392643,180404,2020-10-05,2022-08-12,56714.31,False
221540,374231,176448,2023-07-07,,40092.67,True
206189,320409,144895,2024-02-04,2024-03-25,43332.48,False
283075,357193,103312,2022-08-11,2023-09-27,75807.8,False
219273,355301,176713,2023-12-30,,33248.45,True
282772,333394,199378,2023-04-26,,9173.83,True
273071,306748,131583,2024-06-07,2024-06-19,69988.71,True
286881,309235,157812,2024-06-06,2024-06-24,54257.85,False
269245,305471,152658,2021-03-18,,70505.37,True
288359,343849,135120,2023-03-29,2024-05-27,88803.59,False
273550,375350,164566,2022-09-05,,31566.67,False
299422,335308,122594,2023-08-29,,55064.24,True
202525,320533,149077,2020-03-14,,38013.13,True
256125,356269,128835,2021-03-09,,65271.55,False
293221,319615,101202,2024-03-08,2024-06-22,51836.84,False
229971,336619,165494,2022-02-20,2022-02-22,80837.53,True
203379,361976,197212,2023-12-17,,4557.3,True
248234,373991,195312,2020-05-27,2022-10-15,76166.54,False
280329,330363,111590,2024-06-24,,5615.39,False
238653,359275,175170,2024-03-30,2024-04-16,11016.05,False
275796,304644,128052,2023-02-07,,17177.89,True
262560,394266,195900,2021-02-17,2022-12-10,77619.87,True
274942,372019,144245,2020-06-01,,95713.09,True
202794,396972,149429,2023-03-20,2023-10-28,40496.94,False
284832,349337,182324,2023-04-20,,73022.13,False
230280,309537,189167,2020-10-09,,70785.3,False
277118,332668,116749,2024-01-19,,26489.71,False
296316,373276,136660,2023-08-16,,78023.16,True
206220,309590,113289,2021-11-23,2022-07-11,6580.83,False
208883,328064,153559,2023-06-26,,71396.52,True
247675,378838,192409,2022-02-18,2023-08-09,49940.47,False
248701,340906,158540,2021-11-13,,62716.36,False
219205,353301,102484,2020-02-03,2022-03-31,39877.42,True
200619,339421,153345,2020-08-06,2021-09-20,31850.78,False
267064,372259,186334,2022-07-31,2023-05-13,91446.68,False
272700,311700,188592,2023-09-02,2024-04-22,52743.9,False
276318,350782,108003,2021-11-25,2024-02-05,62386.67,True
279178,355888,108964,2020-04-15,,14413.75,False
290008,331748,163339,2024-05-13,,92272.24,True
281247,392766,130357,2022-03-01,2023-03-05,31573.05,False
279360,306815,192398,2022-12-21,,16812.45,True
255001,342198,180389,2020-08-10,2023-08-04,79540.26,True
275237,330991,110577,2023-01-18,2023-05-14,25548.67,True
263469,353073,128491,2020-05-27,,2602.48,True
221462,315734,183503,2020-04-20,,73840.38,True
214496,375276,122960,2024-05-04,,36289.25,True
245671,310095,169274,2022-05-25,,69714.74,True
220435,331380,131243,2023-12-18,2023-12-21,59240.08,False
234748,326862,107843,2023-05-11,,69614.89,False
286525,390147,175027,2021-05-12,2024-02-26,12856.09,False
278753,302760,165412,2023-12-25,2024-01-09,83784.79,False
247980,304533,155126,2022-10-11,2022-11-04,10406.48,False
213852,392038,186231,2023-11-27,2024-06-09,24907.33,False
200142,303534,124311,2024-04-07,2024-06-06,3876.23,True
210394,380590,136536,2020-08-18,,73939.9,True
241019,315192,146515,2020-12-23,2022-05-30,48522.67,True
213233,376754,168500,2022-01-13,,28732.17,False
241609,340715,170511,2024-06-27,,28280.63,False
272046,317259,165043,2020-12-12,2022-08-19,23802.73,True
208284,328928,181743,2022-08-15,2022-11-05,62908.52,True
295914,315865,105835,2021-11-18,,13877.29,True
215497,355414,180364,2023-08-08,,95827.66,False
260616,340667,144927,2022-02-25,,93613.09,False
265495,316290,196558,2020-08-14,,98783.89,True
233988,378502,158992,2021-01-25,2021-06-07,81762.33,False
221362,312173,169793,2021-10-22,2022-04-10,1621.07,True
251462,385037,191474,2020-09-26,2020-11-26,79723.11,False
291125,379443,151417,2020-01-03,,84657.48,True
237268,318172,165553,2022-08-05,2022-12-20,90347.58,False
225981,329929,141240,2022-05-09,2022-12-01,10506.55,True
277671,309055,137315,2023-10-03,2024-01-10,29526.9,False
225918,372024,169045,2020-05-08,,97838.57,True
282266,310590,187143,2022-12-22,,50860.16,True
254031,397290,153085,2022-03-18,2023-07-24,43520.13,True
226185,326809,153215,2021-04-22,2023-06-04,40634.01,False
228932,347818,183803,2022-11-16,2023-06-23,1672.58,True
221586,378484,109473,2024-05-22,2024-06-02,35868.74,True
204651,377541,147829,2023-07-25,,48524.15,False
259654,372780,118383,2020-01-05,2021-12-28,91298.15,True
271688,309691,133755,2023-10-25,,30555.2,True
246728,307977,138777,2022-06-16,,76559.46,True
228362,386390,116212,2024-01-27,2024-02-28,2199.71,False
205076,399469,183146,2020-02-09,,18995.07,True
280137,342170,149326,2023-05-06,2023-07-07,71743.08,True
293678,329692,118955,2021-03-10,2023-04-01,66261.16,True
292065,355612,114536,2021-06-10,2022-07-28,38965.66,True
288451,394537,116893,2020-03-21,,40277.59,False
241826,336320,182313,2020-06-09,,89372.67,True
248601,369715,126197,2020-04-07,,41891.03,False
232098,396586,111799,2020-09-12,2023-03-27,34391.57,True
244338,351668,110643,2020-03-02,2024-03-10,38451.85,True
212959,330859,179166,2022-02-06,2023-02-04,27093.43,True
210306,388561,151304,2021-05-12,2022-02-16,58851.98,True
239919,391885,135158,2024-05-20,,2557.08,False
268273,307870,103614,2022-11-03,2024-03-08,60897.13,True
297081,368137,120285,2023-12-08,2024-01-05,79178.77,False
294786,375456,111725,2022-03-07,2022-12-16,29401.15,True
269447,318344,171937,2022-08-21,2023-04-01,34744.22,True
220045,366576,109370,2024-01-05,2024-03-16,49028.41,True
245393,351129,112057,2020-07-30,2022-04-19,14834.1,False
246191,366167,115180,2021-02-27,2023-11-19,89052.16,True
225332,334150,183131,2020-07-24,,81156.92,True
243112,358641,199382,2020-01-15,2022-12-26,74993.62,True
235510,329609,171068,2023-02-01,,97169.56,False
205645,306692,126153,2020-04-17,,65421.06,True
222329,382051,147585,2024-02-26,,8138.36,True
289087,382108,130821,2022-01-07,,20745.25,True
203967,337166,119564,2020-08-14,,5732.15,True
244779,374168,183003,2022-10-06,,41520.86,True
289757,326299,193981,2021-11-20,,54765.27,False
297225,323791,195161,2021-11-07,,93482.71,True
296990,369568,120415,2024-06-27,2024-06-29,50782.91,False
290843,316182,155021,2022-07-12,2022-08-17,15975.51,True
240285,301420,142002,2023-08-22,2023-09-06,14975.31,False
209390,334279,180357,2021-09-09,2021-09-10,67802.74,True
255041,350036,152442,2022-11-03,2024-04-24,78080.28,False
235175,379479,188334,2021-03-07,,39545.87,False
291480,309584,151521,2022-12-04,,75000.99,True
271021,385820,176228,2023-08-13,2024-06-02,29994.2,False
217797,334147,163205,2024-05-29,2024-06-24,24750.41,True
245934,391957,105442,2022-08-23,,63039.91,True
217244,368542,137306,2022-06-16,,55167.47,True
233666,368035,130065,2023-07-17,,47249.71,False
258970,391186,173608,2023-05-07,2023-10-14,46206.97,True
209284,327579,150491,2022-02-05,2022-09-18,69876.51,True
212129,378324,122418,2022-05-28,2023-12-02,57909.56,False
267803,393307,149876,2022-05-12,2023-12-09,95435.78,True
247218,325547,172670,2023-12-17,2024-03-18,24728.9,False
285974,327884,192775,2022-06-05,,5912.24,False
285646,353353,130573,2023-09-05,,32985.17,True
271636,303146,131490,2021-10-29,2022-04-16,86192.41,False
277917,374147,126178,2021-10-17,2023-03-27,94101.58,True
227149,399927,163511,2023-07-06,,90617.34,False
210400,353883,169938,2024-04-03,,40324.55,False
286582,389202,153839,2024-03-03,,18734.06,True
202653,300166,180109,2020-03-06,,72057.31,False
215722,308428,187933,2023-12-06,2024-03-04,97599.88,True
203366,396431,177576,2024-06-18,2024-06-29,38758.69,False
225124,368461,138640,2024-03-20,,82252.32,True
290321,355999,113614,2022-06-24,,20090.77,True
211879,307594,127782,2022-04-04,,4753.6,False
278940,334606,145360,2023-05-21,,47860.56,True
226369,333760,139079,2021-02-21,,76588.12,True
240568,347136,118038,2021-12-02,,44759.7,False
254881,361910,163360,2020-06-05,,61477.29,False
269255,367644,112058,2021-10-20,,37603.58,True
244016,343967,154396,2023-04-16,,9848.02,True
207086,329521,116429,2023-04-09,,94093.68,True
238858,300245,173153,2022-10-03,,97854.59,True
263672,330294,122886,2022-03-16,,72100.9,False
272028,330931,136153,2021-02-12,2022-12-21,90883.36,False
238435,358653,122976,2021-12-30,,48608.42,False
205405,378824,124660,2020-11-17,2021-10-04,43134.22,False
204739,353047,185619,2024-06-09,,26686.95,False
285565,308575,183692,2020-05-01,,27048.0,True
240008,360975,125794,2022-01-25,2024-01-27,87698.79,False
247462,387399,178863,2024-04-24,2024-07-02,58076.74,True
256435,300872,136063,2023-02-14,,46086.38,True
236136,315194,184451,2023-12-20,,71415.07,True
228429,306569,170400,2020-05-24,2021-08-26,61127.56,True
229662,391223,169114,2022-01-12,,17559.97,False
285319,355665,187523,2023-07-10,2023-08-23,85143.17,True
259400,337499,114265,2022-01-26,,28756.79,True
270631,382698,142179,2020-02-08,2023-04-04,58838.8,False
206444,390006,132054,2020-12-28,,50999.57,False
292405,374363,151871,2021-05-24,2023-04-02,40969.57,True
247808,320886,158097,2024-04-29,,52461.71,False
295049,318502,101946,2021-05-29,2023-06-23,63182.37,True
295705,382659,194484,2023-05-03,,91447.5,True
203236,352713,116484,2022-03-01,,3792.55,True
214973,334720,137385,2020-02-05,,33043.96,True
273741,390549,100078,2022-03-24,,10348.71,False
261909,309979,175839,2022-06-16,2023-08-05,10523.25,False
232034,324857,109292,2022-10-06,,8605.76,True
274788,361430,190402,2020-02-07,,66734.35,True
276532,370353,154908,2021-08-21,,91362.39,True
283075,385456,164557,2022-07-02,,87197.07,True
256080,317665,133239,2023-12-15,2024-03-23,69351.64,True
278155,348391,151366,2023-01-14,,82725.62,False
204965,327781,184820,2020-10-28,2022-03-21,12662.26,False
214328,388498,196363,2023-01-21,,90226.34,False
206562,366688,109797,2022-05-22,2023-02-24,1191.26,False
222700,340290,158748,2022-05-14,2022-06-01,59332.57,False
272555,306194,129245,2023-09-29,,48184.83,True
264737,345895,173747,2020-04-07,2020-09-21,45735.34,False
222224,342720,195288,2023-06-03,2024-02-15,32385.55,True
207934,308293,176927,2023-07-16,2023-12-10,1038.82,True
231554,331306,195523,2021-05-29,2024-06-03,13661.34,False
279757,345757,141671,2024-01-20,2024-03-08,1777.97,True
287533,353203,144903,2020-06-20,2021-05-09,95775.67,False
267314,341683,138038,2021-10-07,2022-12-31,92209.5,True
251366,350515,169340,2022-06-10,,97513.85,False
286798,343733,186709,2023-08-13,2024-02-12,49949.01,False
298803,305307,156278,2020-10-02,,18949.62,False
289626,339574,163040,2021-05-17,2022-09-07,65114.9,True
207477,357413,182122,2020-02-25,2023-11-02,23700.37,False
226999,317343,137192,2020-10-07,2023-08-07,31172.06,True
204163,384443,130500,2022-11-27,,82319.0,True
250820,334918,193344,2021-11-27,,89106.73,False
253081,318358,132291,2020-02-07,2023-02-02,85252.23,True
221633,322648,151969,2023-05-10,2023-10-31,35096.36,False
294302,360840,102167,2021-01-29,,59125.87,False
286939,370626,146110,2024-06-09,,26483.18,False
224894,315917,164981,2023-03-09,,26850.03,False
298530,304916,197655,2022-03-13,2022-07-16,81775.64,True
252484,357349,168005,2021-02-27,2024-06-03,87065.7,True
222262,353927,114734,2022-08-30,,12042.02,False
277924,386798,171091,2024-05-13,,58315.0,False
212976,362682,162838,2024-01-19,,13232.09,False
270480,372800,178347,2023-08-12,,45462.65,True
289837,301306,189329,2022-10-12,2023-04-09,81440.85,True
258047,379947,124680,2020-05-06,2024-05-19,22278.95,True
220312,367375,165389,2022-01-18,,47176.81,True
249733,377816,158157,2023-01-20,2024-03-21,64197.38,False
240225,300581,194381,2020-06-21,2022-03-30,27884.44,False
211357,318231,133494,2023-05-02,2024-02-10,62174.22,True
239950,323702,121839,2020-02-02,,79685.39,False
270782,305275,112897,2021-12-04,,27714.94,False
241704,313752,159421,2023-04-05,,32631.15,True
268809,321988,176231,2020-12-04,,33169.01,True
272691,317049,176257,2023-11-11,2024-05-19,92974.92,False
244585,374136,133215,2022-10-17,2023-10-02,25840.6,False
276257,369105,181221,2020-11-03,2023-02-05,85591.47,False
286562,379778,191184,2023-11-14,,82348.32,True
224030,384723,110199,2023-10-04,,44980.03,False
226583,335838,127776,2023-07-26,,61491.47,True
244964,387768,169535,2023-07-09,2023-10-30,30239.56,True
219764,398621,143984,2024-04-09,,15231.86,False
211186,340686,112999,2024-03-06,,53604.63,True
263059,310727,113247,2020-07-31,,63204.99,True
243358,379494,149123,2022-09-25,,83964.0,True
222414,353837,108465,2021-10-11,,7051.01,True
279140,371758,160065,2021-11-12,,11634.34,True
230369,341334,187080,2021-02-19,,17218.25,True
262543,301719,123761,2021-07-28,2023-09-10,13684.88,True
239029,337883,149197,2020-02-16,,4511.85,True
279785,316711,175476,2022-01-05,,21033.53,False
262369,349707,115894,2023-01-10,2023-06-18,84246.23,False
237611,323468,127588,2020-10-22,,69536.49,False
267758,386776,123407,2020-01-13,2020-09-15,97854.91,True
254147,304716,110221,2022-04-04,2022-08-16,35997.6,True
268759,302978,108188,2022-05-04,2023-10-06,55089.39,True
228875,372281,119400,2021-07-19,,43263.96,False
255605,304740,149181,2021-07-05,,85990.6,False
276636,381330,151818,2023-01-14,,27630.58,True
266521,396143,109566,2023-08-12,2024-01-05,79633.42,True
239389,396390,117139,2023-05-02,2024-01-08,81775.06,False
203379,308772,189671,2021-10-29,2022-11-09,23164.1,False
264796,367373,192385,2021-08-24,,11878.46,True
213807,304358,124312,2022-09-25,2023-09-24,99822.55,True
201613,396997,106745,2021-05-04,,46996.16,False
296550,383590,126427,2020-01-17,,30983.82,True
256889,371865,163548,2021-12-22,,76948.58,False
286927,306096,136314,2024-03-02,2024-06-21,4332.98,False
240726,391276,188897,2023-04-20,,65590.43,False
233403,349602,146078,2022-06-16,2022-08-18,67429.83,True
223706,397470,159001,2021-07-13,,32344.48,False
253950,362258,192381,2023-09-09,2023-09-22,46452.46,True
237722,386824,147845,2020-07-12,2021-09-27,33025.2,True
207623,325413,111902,2022-02-26,,68903.57,True
276664,389242,189827,2020-11-17,,31988.61,False
227856,370181,137905,2024-06-25,2024-06-30,33403.55,True
268054,323662,137822,2022-01-20,,82004.07,True
283786,382829,180095,2022-02-24,2022-05-11,99650.53,True
221304,352334,154094,2020-02-28,,71635.32,True
229493,392666,176324,2023-11-22,,17896.06,True
272796,364349,189162,2022-05-13,2024-04-09,34784.33,False
282432,348089,158016,2024-03-16,,92012.05,True
203719,332208,157781,2021-09-28,2022-06-13,36776.6,True
200376,386406,138049,2024-03-13,,38656.65,True
282019,331054,173398,2023-10-14,,14393.23,False
242372,369955,115796,2022-10-19,2024-04-16,52250.72,False
238093,399701,145443,2022-02-23,,65789.86,True
281059,360932,106195,2021-04-20,,78396.29,True
240255,388404,104089,2020-08-08,2021-11-06,50622.11,True
221311,399762,140469,2023-01-07,2023-03-10,94868.67,True
292439,367686,197048,2021-05-31,2023-06-30,76859.47,True
271239,332485,188541,2023-01-30,2024-01-06,74613.48,False
251944,309694,138414,2020-03-06,,93811.01,False
285324,301622,185474,2020-03-23,2022-01-28,68347.48,False
275184,399207,153294,2021-09-13,,54596.13,True
297948,377641,105967,2020-08-25,,54816.83,True
209467,325592,136924,2024-04-15,,20969.36,True
293537,340718,162298,2022-04-08,2024-04-23,12256.53,True
222356,350729,175323,2021-04-09,2022-08-25,99279.92,False
266334,303302,117492,2022-01-05,2023-06-05,68836.69,False
230673,311750,186184,2020-11-05,,27650.15,True
216690,312806,151421,2021-01-26,2022-01-24,44282.39,True
218395,385802,109616,2024-02-20,,6467.09,False
280937,309991,121909,2023-02-17,,89535.28,False
251046,310178,189332,2020-06-21,2022-03-04,10770.77,False
245463,398304,118780,2020-07-23,2022-07-19,36989.79,False
257585,358162,112115,2024-06-30,,51526.54,True
212896,356808,151537,2022-02-27,,74832.08,False
206118,349836,121928,2022-05-26,,70625.17,True
235685,309390,118245,2020-08-05,2021-05-31,19099.54,True
241628,370979,123573,2024-04-19,2024-04-26,47261.32,False
220778,355024,158042,2020-07-24,,97351.85,True
270768,346374,167113,2024-03-30,2024-04-07,80487.44,True
232844,373019,165616,2021-06-19,,56499.12,False
224449,338818,114161,2024-01-08,2024-06-28,80371.95,False
235156,366062,199421,2021-03-27,,59520.94,True
232499,362395,122924,2023-11-07,,18175.48,False
297706,356871,130418,2023-09-09,,11811.75,True
271031,361892,146810,2021-06-25,,66739.77,False
258569,332264,121189,2023-01-04,2023-09-22,16497.94,True
257518,366351,141943,2023-04-10,2023-06-05,88644.75,False
206928,331938,147169,2023-06-02,,70972.27,True
268253,347872,121583,2020-08-25,,21989.11,True
246070,323058,167318,2022-10-06,,77237.45,True
283836,377432,198735,2023-11-10,,83669.37,True
201064,391369,148873,2022-07-26,2023-04-22,58220.15,True
262503,321620,136402,2023-09-18,2024-01-15,7049.81,False
202818,371452,177030,2024-05-26,,90969.63,True
292572,382745,167399,2020-12-25,,98761.18,False
282408,366590,128546,2024-01-03,2024-05-08,50523.06,True
247359,380234,113951,2021-09-23,,82377.32,True
266407,314625,154281,2023-08-25,2023-11-05,38484.27,False
248248,331854,133581,2023-12-05,2023-12-06,15210.71,True
259505,358066,167114,2024-01-17,,53282.19,True
272072,366687,180899,2020-06-10,2020-08-13,9583.76,False
279693,308260,161416,2024-06-06,2024-06-13,56217.06,True
265066,390852,106651,2020-08-29,2021-02-16,23669.0,True
208508,352740,118216,2023-12-04,,12749.99,False
236493,321551,113639,2022-08-03,2024-03-03,21624.77,False
219897,385998,109437,2020-04-21,,55758.66,False
223811,356274,187565,2022-07-29,,19581.32,True
240303,363782,115667,2024-01-23,2024-06-25,37164.88,False
274637,357329,113758,2023-09-23,2024-03-29,93288.1,False
225144,305660,137772,2021-02-14,2022-01-04,1007.23,False
286556,360109,144658,2021-04-11,,16011.4,True
294568,362981,188346,2020-01-24,,5181.13,False
210773,365757,113809,2023-12-22,,99823.05,False
209302,379674,167800,2020-09-30,2020-11-13,98514.91,False
213237,355214,190999,2024-02-03,2024-05-25,9329.9,True
299638,313716,112087,2021-10-24,,72644.11,False
201686,310514,173572,2023-11-04,2023-12-09,72311.16,False
240372,312634,129602,2024-01-02,,70279.01,True
269140,391110,118888,2022-07-22,2024-07-03,32567.0,False
234824,373480,191989,2023-03-16,,44467.87,True
250948,395251,137247,2022-03-06,2023-02-17,49664.33,False
248025,326680,157638,2023-01-27,2023-11-17,32281.64,True
274169,310179,118557,2020-10-19,2023-03-09,61830.1,True
253623,395996,173198,2022-06-25,2023-04-18,31429.92,False
222096,335061,108051,2023-02-14,,41109.69,False
282757,385061,133357,2022-12-09,2023-12-17,18946.85,True
291426,398774,102253,2022-01-30,,92062.36,True
266931,371396,158052,2020-05-20,,46003.99,True
265280,330347,153820,2024-03-23,,50300.65,True
234630,307257,144506,2024-06-12,2024-06-28,50180.34,True
220616,370975,102847,2022-04-16,2023-10-28,6325.42,True
294779,371747,117333,2020-12-23,2022-11-04,16520.66,True
270949,312279,175994,2021-03-01,2023-09-02,31549.08,False
264572,389113,134441,2021-05-05,2022-01-02,68392.7,True
226662,320040,157485,2021-01-18,2024-02-02,7570.51,False
234320,325287,100937,2023-01-04,,67706.33,False
240362,350897,193076,2023-08-02,2024-05-02,99468.9,True
286275,386154,131291,2024-04-28,2024-06-03,72933.24,True
275719,358619,131056,2022-09-23,2023-08-04,54306.96,True
218456,350424,198850,2023-12-17,2024-04-28,65489.99,False
212446,394494,169285,2023-02-18,,5783.22,True
226915,355782,125546,2024-03-26,,24010.58,False
296301,340832,188774,2022-05-23,2024-02-25,5072.1,True
256077,332360,135169,2024-01-26,,71211.39,True
261483,394639,152109,2022-10-10,2024-03-22,8036.26,True
267621,346121,129696,2022-03-15,2022-05-18,68604.93,False
200910,376877,162931,2024-06-16,2024-06-16,42764.28,True
242320,307218,178849,2021-09-16,,40605.82,True
247403,312048,160994,2021-09-14,,79444.04,False
254867,329613,126294,2020-09-26,,81789.39,False
224401,396010,152065,2022-11-08,,86343.92,True
221548,365790,124314,2021-03-27,2022-01-30,94594.61,True
262315,365438,164727,2021-02-04,,19260.4,False
264867,317966,102809,2024-02-06,,79130.69,False
241063,374316,124669,2024-01-16,2024-03-20,73558.28,True
278568,338770,117008,2020-01-08,,75672.35,True
243044,393811,199552,2021-05-03,,64285.13,False
272414,305455,137767,2022-12-11,,52631.09,True
285979,381596,138046,2024-03-19,,67460.49,True
215761,311671,144875,2023-01-16,,21896.29,False
296455,301560,164486,2023-10-04,2024-02-17,6719.47,False
250875,392253,102943,2021-04-01,,61761.3,True
211604,305378,118384,2021-01-17,2022-04-17,24462.31,False
242558,376400,101022,2022-04-13,,27697.3,False
274502,300180,107219,2022-02-13,2022-02-25,53584.62,False
256510,309098,147557,2020-08-23,2022-03-31,37380.75,False
246188,340552,122931,2020-02-11,,30280.28,True
225350,376145,168430,2022-02-15,,10395.59,False
261499,333711,187959,2020-05-29,,30843.88,True
205409,384379,168033,2020-12-17,,56128.46,False
268890,388416,167601,2021-02-25,2022-10-13,92251.02,False
292864,306480,153382,2020-02-08,2024-01-29,2966.66,False
